Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5467345,"Deletions in the AXIN1 gene destabilize the destruction complex",1,1,6.620762711864407E-5,0.12088917428525914,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"AXIN1","","R-HSA-5251562"
R-HSA-5467333,"APC truncation mutants are not K63 polyubiquitinated",1,1,6.620762711864407E-5,0.12088917428525914,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"APC","","R-HSA-5246696"
R-HSA-9661070,"Defective translocation of RB1 mutants to the nucleus",1,1,6.620762711864407E-5,0.12088917428525914,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"RB1","","R-HSA-9660615"
R-HSA-210991,"Basigin interactions",6,26,0.0017213983050847457,0.12301946197689717,0.7010786122248663,5,10,7.249528780629259E-4,9606,Homo sapiens,"LAT2;ITGB1;SPN;SLC16A1;L1CAM;SLC16A3","","R-HSA-204434;R-HSA-204465;R-HSA-375133;R-HSA-204392;R-HSA-375131"
R-HSA-9615933,"Postmitotic nuclear pore complex (NPC) reformation",7,32,0.00211864406779661,0.12364670511294873,0.7010786122248663,8,10,7.249528780629259E-4,9606,Homo sapiens,"NUP93;AHCTF1;NUP133;POM121C;NUP35;NUP98;RANGAP1","","R-HSA-9615937;R-HSA-9634219;R-HSA-9618378;R-HSA-9634169;R-HSA-9615945;R-HSA-3000449;R-HSA-9624893;R-HSA-9615901"
R-HSA-1169408,"ISG15 antiviral mechanism",15,83,0.005495233050847458,0.12401053719454702,0.7010786122248663,11,16,0.0011599246049006815,9606,Homo sapiens,"NUP93;RANBP2;NUP133;POM121C;NUP35;TRIM25;FLNB;NUP98;PLCG1;EIF4G3;EIF4G2;EIF4G1","","R-HSA-1678841;R-HSA-1169395;R-HSA-1678843;R-HSA-1678842;R-HSA-1169394;R-HSA-1169398;R-HSA-1176059;R-HSA-1169403;R-HSA-1169402;R-HSA-1169405;R-HSA-1169406"
R-HSA-4839735,"Signaling by AXIN mutants",4,15,9.93114406779661E-4,0.130831621779957,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"GSK3B;APC;AXIN1","","R-HSA-5251562;R-HSA-4839734"
R-HSA-381183,"ATF6 (ATF6-alpha) activates chaperone genes",4,15,9.93114406779661E-4,0.130831621779957,0.7010786122248663,2,5,3.6247643903146296E-4,9606,Homo sapiens,"HSPA5;HSP90B1","","R-HSA-1791163;R-HSA-1791150"
R-HSA-373755,"Semaphorin interactions",13,71,0.004700741525423728,0.13471948988545424,0.7010786122248663,22,41,0.002972306800057996,9606,Homo sapiens,"ITGB1;FARP2;GSK3B;ARHGEF12;SEMA6D;LIMK1;ARHGAP35;PAK1;DPYSL3;MYH9;MYH14;PLXNC1;TLN1","","R-HSA-399942;R-HSA-399938;R-HSA-399939;R-HSA-399936;R-HSA-399950;R-HSA-434990;R-HSA-399951;R-HSA-419087;R-HSA-416559;R-HSA-416588;R-HSA-434989;R-HSA-399947;R-HSA-399944;R-HSA-416725;R-HSA-416594;R-HSA-416562;R-HSA-399952;R-HSA-419644;R-HSA-419197;R-HSA-419645;R-HSA-399933;R-HSA-399930"
R-HSA-2408522,"Selenoamino acid metabolism",29,180,0.011917372881355932,0.134866284244767,0.7010786122248663,6,33,0.0023923444976076554,9606,Homo sapiens,"RPL5;RPL30;RPL32;RPLP1;RPL12;EPRS;RPS14;RPL7A;LARS;RPS3;RPLP2;RPL13;RPL37;RPS10;RPL17;RPS8;RPL22;GSR;SARS;RPS3A;RPS26;SEPSECS;RPL27A;RPL22L1;RPL26","","R-HSA-2408529;R-HSA-2408546;R-HSA-2408542;R-HSA-2408526;R-HSA-5333615;R-HSA-2408555"
R-HSA-1839124,"FGFR1 mutant receptor activation",8,39,0.0025820974576271187,0.13570121000043311,0.7010786122248663,13,25,0.0018123821951573148,9606,Homo sapiens,"ZMYM2;CUX1;STAT3;TRIM24;MYO18A;FGFR1OP;PIK3R1;GAB2","","R-HSA-1839102;R-HSA-1839039;R-HSA-1839065;R-HSA-1839031;R-HSA-1839095;R-HSA-1839091;R-HSA-1839112;R-HSA-1839080;R-HSA-1839114;R-HSA-1839078;R-HSA-1839110;R-HSA-1888198;R-HSA-1839107"
R-HSA-9022538,"Loss of MECP2 binding ability to 5mC-DNA",2,5,3.310381355932203E-4,0.13663959338609688,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"MECP2","","R-HSA-9022465;R-HSA-9023461"
R-HSA-4839726,"Chromatin organization",40,258,0.01708156779661017,0.13761940430226627,0.7010786122248663,40,85,0.00616209946353487,9606,Homo sapiens,"ATF2;KMT2D;PHF2;KDM3A;KDM3B;KDM1A;JADE1;ARID4A;ACTB;PHF8;NSD1;PRDM16;SMYD2;KAT7;DMAP1;BRD8;MTA3;KAT14;ATF7IP;NCOA1;SMARCC1;CREBBP;SMARCC2;BRPF1;TAF12;H2AFX;DNMT3A;SMARCA2;ARID1B;SMARCA4;WDR77;NFKB2;NCOR2;KANSL1;YEATS2;KANSL2;KAT6A;TADA3;HIST1H2BG;SMAP2","","R-HSA-8865605;R-HSA-5159245;R-HSA-5244692;R-HSA-3321975;R-HSA-3782655;R-HSA-3301237;R-HSA-5218952;R-HSA-3697008;R-HSA-3662335;R-HSA-5212679;R-HSA-3777129;R-HSA-8865237;R-HSA-3782637;R-HSA-5661123;R-HSA-5579023;R-HSA-5638157;R-HSA-5159250;R-HSA-3769447;R-HSA-5423117;R-HSA-3215406;R-HSA-5579018;R-HSA-5637686;R-HSA-3318486;R-HSA-5216234;R-HSA-5634802;R-HSA-5205799;R-HSA-3215385;R-HSA-3215448;R-HSA-5205861;R-HSA-5661117;R-HSA-5661115;R-HSA-3214912;R-HSA-3215426;R-HSA-4724284;R-HSA-9679787;R-HSA-3318415;R-HSA-4827383;R-HSA-3321805;R-HSA-3318413;R-HSA-4827382"
R-HSA-3247509,"Chromatin modifying enzymes",40,258,0.01708156779661017,0.13761940430226627,0.7010786122248663,40,85,0.00616209946353487,9606,Homo sapiens,"ATF2;KMT2D;PHF2;KDM3A;KDM3B;KDM1A;JADE1;ARID4A;ACTB;PHF8;NSD1;PRDM16;SMYD2;KAT7;DMAP1;BRD8;MTA3;KAT14;ATF7IP;NCOA1;SMARCC1;CREBBP;SMARCC2;BRPF1;TAF12;H2AFX;DNMT3A;SMARCA2;ARID1B;SMARCA4;WDR77;NFKB2;NCOR2;KANSL1;YEATS2;KANSL2;KAT6A;TADA3;HIST1H2BG;SMAP2","","R-HSA-8865605;R-HSA-5159245;R-HSA-5244692;R-HSA-3321975;R-HSA-3782655;R-HSA-3301237;R-HSA-5218952;R-HSA-3697008;R-HSA-3662335;R-HSA-5212679;R-HSA-3777129;R-HSA-8865237;R-HSA-3782637;R-HSA-5661123;R-HSA-5579023;R-HSA-5638157;R-HSA-5159250;R-HSA-3769447;R-HSA-5423117;R-HSA-3215406;R-HSA-5579018;R-HSA-5637686;R-HSA-3318486;R-HSA-5216234;R-HSA-5634802;R-HSA-5205799;R-HSA-3215385;R-HSA-3215448;R-HSA-5205861;R-HSA-5661117;R-HSA-5661115;R-HSA-3214912;R-HSA-3215426;R-HSA-4724284;R-HSA-9679787;R-HSA-3318415;R-HSA-4827383;R-HSA-3321805;R-HSA-3318413;R-HSA-4827382"
R-HSA-77595,"Processing of Intronless Pre-mRNAs",5,21,0.0013903601694915254,0.13779830526309567,0.7010786122248663,5,5,3.6247643903146296E-4,9606,Homo sapiens,"NCBP1;PABPN1;PCF11;CSTF2;SYMPK","","R-HSA-77589;R-HSA-77591;R-HSA-77590;R-HSA-77593;R-HSA-77592"
R-HSA-9734009,"Defective Intrinsic Pathway for Apoptosis",7,33,0.002184851694915254,0.13829047369310565,0.7010786122248663,13,24,0.0017398869073510222,9606,Homo sapiens,"YWHAE;CAST;C1QBP;PRDX1;LMNA;FOXO3;LMNB1","","R-HSA-8868134;R-HSA-8863012;R-HSA-8870628;R-HSA-8870703;R-HSA-8870698;R-HSA-8868567;R-HSA-8870710;R-HSA-8868340;R-HSA-9645766;R-HSA-8870686;R-HSA-8870558;R-HSA-8863674;R-HSA-8868344"
R-HSA-9726840,"SHOC2 M1731 mutant abolishes MRAS complex function",3,10,6.620762711864406E-4,0.14017070333856596,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"ARAF;BRAF;RAF1","","R-HSA-9660536"
R-HSA-139915,"Activation of PUMA and translocation to mitochondria",3,10,6.620762711864406E-4,0.14017070333856596,0.7010786122248663,4,5,3.6247643903146296E-4,9606,Homo sapiens,"PPP1R13B;TFDP2;TP53BP2","","R-HSA-139913;R-HSA-4331340;R-HSA-4331324;R-HSA-140221"
R-HSA-5218920,"VEGFR2 mediated vascular permeability",9,46,0.0030455508474576272,0.14496244294517835,0.7010786122248663,8,15,0.001087429317094389,9606,Homo sapiens,"PRR5;PAK1;JUP;PDPK1;AKT3;CTNND1;CTNNA1;RICTOR;VAV2","","R-HSA-5357472;R-HSA-2317314;R-HSA-198640;R-HSA-5357477;R-HSA-5357445;R-HSA-5357483;R-HSA-198270;R-HSA-2316429"
R-HSA-1640170,"Cell Cycle",105,734,0.04859639830508475,0.14779313041539566,0.7010786122248663,307,451,0.03269537480063796,9606,Homo sapiens,"RB1;MDC1;CDC20;CDC23;AKT3;PSMD1;CCNL1;TMPO;CEP135;CEP131;TINF2;CSNK2A2;CASK;CSNK1D;EML4;NUP93;DYNC1LI1;DYNC1LI2;CLIP1;DKC1;AKAP9;PSME2;NUP98;HIST1H2BG;OPTN;ANAPC1;RPN1;NCAPG;PDS5B;POM121C;PRKAR2B;TP53BP1;NEK9;ACD;CDK7;CDK2;FGFR1OP;CC2D1A;RAD9A;YWHAE;TOP2A;GSK3B;AHCTF1;NUMA1;CETN2;CEP164;CHTF18;SYNE2;SYNE1;LMNB1;PHF8;BABAM1;PCM1;NIPBL;TUBA1B;DBT;PPP6R3;NUF2;NDEL1;SUN2;NUDC;PPP1R12A;NUP133;RFC1;H2AFX;ATRX;KIF23;RANGAP1;CKAP5;RBL2;TFDP2;GORASP2;TERF2IP;PPP1R12B;MCM2;DYNC1I2;DCTN2;ABRAXAS1;USO1;CENPA;ADD1;PSMB10;CENPC;LMNA;SPP1;BUB3;PCNT;CLASP1;CLASP2;RANBP2;NPM1;RRM2;CEP152;RAD50;TAOK1;CROCC;NUP35;NCAPD3","","R-HSA-375302;R-HSA-156673;R-HSA-2562594;R-HSA-69127;R-HSA-8961678;R-HSA-156682;R-HSA-8961665;R-HSA-174088;R-HSA-187916;R-HSA-8961671;R-HSA-8961688;R-HSA-9647746;R-HSA-69140;R-HSA-912408;R-HSA-2545203;R-HSA-69142;R-HSA-69144;R-HSA-174104;R-HSA-174105;R-HSA-174110;R-HSA-187934;R-HSA-912429;R-HSA-69152;R-HSA-380455;R-HSA-187937;R-HSA-174119;R-HSA-9018017;R-HSA-174122;R-HSA-174120;R-HSA-8961699;R-HSA-174121;R-HSA-75820;R-HSA-187948;R-HSA-187949;R-HSA-75825;R-HSA-2470935;R-HSA-187959;R-HSA-174132;R-HSA-174139;R-HSA-176702;R-HSA-176700;R-HSA-2245218;R-HSA-5683735;R-HSA-174144;R-HSA-2545253;R-HSA-606287;R-HSA-69191;R-HSA-912458;R-HSA-69195;R-HSA-174159;R-HSA-69199;R-HSA-174157;R-HSA-912450;R-HSA-174164;R-HSA-606289;R-HSA-380508;R-HSA-174171;R-HSA-912470;R-HSA-174174;R-HSA-170076;R-HSA-912467;R-HSA-141409;R-HSA-170087;R-HSA-69227;R-HSA-141422;R-HSA-141423;R-HSA-174195;R-HSA-2484822;R-HSA-141431;R-HSA-141429;R-HSA-174202;R-HSA-174203;R-HSA-912503;R-HSA-8942836;R-HSA-141439;R-HSA-912496;R-HSA-606326;R-HSA-141437;R-HSA-187520;R-HSA-174209;R-HSA-606349;R-HSA-8962050;R-HSA-176264;R-HSA-9615901;R-HSA-174227;R-HSA-174224;R-HSA-9670149;R-HSA-174235;R-HSA-8848414;R-HSA-2473151;R-HSA-8854044;R-HSA-174238;R-HSA-2995376;R-HSA-187552;R-HSA-176298;R-HSA-2422927;R-HSA-3000449;R-HSA-174255;R-HSA-5244669;R-HSA-8854071;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-176318;R-HSA-174273;R-HSA-5229194;R-HSA-2993898;R-HSA-181450;R-HSA-179410;R-HSA-157906;R-HSA-2529015;R-HSA-9615937;R-HSA-2529020;R-HSA-2172666;R-HSA-8961619;R-HSA-179417;R-HSA-9615945;R-HSA-8961620;R-HSA-179421;R-HSA-2468039;R-HSA-2473152;R-HSA-4088024;R-HSA-8961632;R-HSA-8961636;R-HSA-2468041;R-HSA-2468040;R-HSA-8961651;R-HSA-1214188;R-HSA-69891;R-HSA-9648017;R-HSA-8964492;R-HSA-8852354;R-HSA-8961934;R-HSA-8961920;R-HSA-75016;R-HSA-8964482;R-HSA-164616;R-HSA-164617;R-HSA-2990880;R-HSA-2294574;R-HSA-164620;R-HSA-264458;R-HSA-2990882;R-HSA-2984226;R-HSA-163090;R-HSA-8961946;R-HSA-2520883;R-HSA-2294580;R-HSA-163099;R-HSA-8853405;R-HSA-163096;R-HSA-8964498;R-HSA-188191;R-HSA-2294590;R-HSA-8961961;R-HSA-8964525;R-HSA-2172678;R-HSA-8961952;R-HSA-8964513;R-HSA-9686969;R-HSA-8853419;R-HSA-176942;R-HSA-68913;R-HSA-2984220;R-HSA-2466068;R-HSA-163120;R-HSA-2429719;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-8961982;R-HSA-2301205;R-HSA-2172183;R-HSA-68919;R-HSA-68918;R-HSA-9634219;R-HSA-8964531;R-HSA-8961972;R-HSA-9659820;R-HSA-1362261;R-HSA-9670101;R-HSA-9648089;R-HSA-9023941;R-HSA-68940;R-HSA-8964550;R-HSA-9023943;R-HSA-8961991;R-HSA-68944;R-HSA-68948;R-HSA-9686980;R-HSA-68950;R-HSA-9618378;R-HSA-1363276;R-HSA-174427;R-HSA-8964561;R-HSA-174425;R-HSA-68954;R-HSA-2980720;R-HSA-113503;R-HSA-8964567;R-HSA-113504;R-HSA-9648114;R-HSA-68960;R-HSA-174438;R-HSA-8964588;R-HSA-174439;R-HSA-2314566;R-HSA-9668597;R-HSA-1363314;R-HSA-8978926;R-HSA-9686521;R-HSA-174441;R-HSA-2294600;R-HSA-174446;R-HSA-8964580;R-HSA-174447;R-HSA-174444;R-HSA-174445;R-HSA-9686524;R-HSA-2984258;R-HSA-9670114;R-HSA-174451;R-HSA-174448;R-HSA-1363303;R-HSA-380278;R-HSA-380272;R-HSA-174452;R-HSA-174456;R-HSA-9671145;R-HSA-1363311;R-HSA-1226094;R-HSA-1226095;R-HSA-380283;R-HSA-1363306;R-HSA-8962039;R-HSA-2514854;R-HSA-380294;R-HSA-6799332;R-HSA-1227670;R-HSA-1227671;R-HSA-380303;R-HSA-1638803;R-HSA-69005;R-HSA-380311;R-HSA-1363328;R-HSA-3002811;R-HSA-69015;R-HSA-1363331;R-HSA-380316;R-HSA-69016;R-HSA-2468287;R-HSA-69019;R-HSA-9668405;R-HSA-9668415;R-HSA-9624893;R-HSA-9668902;R-HSA-9668389;R-HSA-8961840;R-HSA-9668395;R-HSA-188345;R-HSA-69562;R-HSA-9668904;R-HSA-69053;R-HSA-1638821;R-HSA-188350;R-HSA-8961846;R-HSA-9007926;R-HSA-8852280;R-HSA-2288097;R-HSA-2467809;R-HSA-69063;R-HSA-2467811;R-HSA-69068;R-HSA-8852298;R-HSA-8961863;R-HSA-9668419;R-HSA-188371;R-HSA-3000319;R-HSA-69074;R-HSA-8852306;R-HSA-198613;R-HSA-2574845;R-HSA-8961874;R-HSA-3000310;R-HSA-2574840;R-HSA-188386;R-HSA-2468293;R-HSA-69600;R-HSA-188390;R-HSA-174054;R-HSA-8961888;R-HSA-174058;R-HSA-113643;R-HSA-9634169;R-HSA-174057;R-HSA-8961895;R-HSA-8964475;R-HSA-8961915;R-HSA-174070;R-HSA-2467794;R-HSA-2562526;R-HSA-8964465;R-HSA-8961907;R-HSA-69116;R-HSA-174079;R-HSA-169468;R-HSA-8964471"
R-HSA-422356,"Regulation of insulin secretion",18,106,0.007018008474576272,0.148492649243941,0.7010786122248663,22,34,0.002464839785413948,9606,Homo sapiens,"CHRM3;AHCYL2;STXBP1;ITPR1;ITPR2;ITPR3;IQGAP1;ACSL3;GNG12;IQGAP3;ADRA2A;CACNB2;CACNB3;MARCKS;PRKAR2B;PRKAR2A;GNAS;PLCB1","","R-HSA-400071;R-HSA-381607;R-HSA-400037;R-HSA-400097;R-HSA-400046;R-HSA-434382;R-HSA-265645;R-HSA-381644;R-HSA-381612;R-HSA-265166;R-HSA-400012;R-HSA-399978;R-HSA-381704;R-HSA-381707;R-HSA-381706;R-HSA-169683;R-HSA-400023;R-HSA-169680;R-HSA-422320;R-HSA-399998;R-HSA-400092;R-HSA-399995"
R-HSA-2500257,"Resolution of Sister Chromatid Cohesion",22,134,0.008871822033898306,0.15281309613653649,0.7010786122248663,8,8,5.799623024503408E-4,9606,Homo sapiens,"RANBP2;DYNC1I2;AHCTF1;NUDC;NUP133;PDS5B;RANGAP1;CENPA;CKAP5;CENPC;CDC20;DYNC1LI1;TUBA1B;CLIP1;DYNC1LI2;TAOK1;NUF2;NUP98;BUB3;CLASP1;CLASP2;NDEL1","","R-HSA-2468293;R-HSA-2466068;R-HSA-2484822;R-HSA-2545253;R-HSA-2467794;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821"
R-HSA-198323,"AKT phosphorylates targets in the cytosol",4,16,0.001059322033898305,0.154037644237624,0.7010786122248663,9,9,6.524575902566333E-4,9606,Homo sapiens,"GSK3B;BAD;AKT3;TSC2","","R-HSA-198371;R-HSA-198611;R-HSA-198609;R-HSA-198599;R-HSA-198613;R-HSA-198347;R-HSA-200143;R-HSA-8948757;R-HSA-198621"
R-HSA-9027276,"Erythropoietin activates Phosphoinositide-3-kinase (PI3K)",4,16,0.001059322033898305,0.154037644237624,0.7010786122248663,7,7,5.074670146440482E-4,9606,Homo sapiens,"GAB1;IRS2;PIK3R1;PIK3CG","","R-HSA-9027273;R-HSA-9027272;R-HSA-9021627;R-HSA-9027275;R-HSA-9012657;R-HSA-9027281;R-HSA-9027280"
R-HSA-2428933,"SHC-related events triggered by IGF1R",4,16,0.001059322033898305,0.154037644237624,0.7010786122248663,5,5,3.6247643903146296E-4,9606,Homo sapiens,"SHC1;IGF1R","","R-HSA-2404193;R-HSA-2404195;R-HSA-5686318;R-HSA-5686072;R-HSA-5686073"
R-HSA-9617629,"Regulation of FOXO transcriptional activity by acetylation",4,16,0.001059322033898305,0.154037644237624,0.7010786122248663,7,9,6.524575902566333E-4,9606,Homo sapiens,"CREBBP;FOXO3;SIRT1;FOXO1","","R-HSA-9626962;R-HSA-9617683;R-HSA-9620515;R-HSA-9626928;R-HSA-9626945;R-HSA-9620532;R-HSA-9617758"
R-HSA-4655427,"SUMOylation of DNA methylation proteins",4,16,0.001059322033898305,0.154037644237624,0.7010786122248663,2,3,2.1748586341887777E-4,9606,Homo sapiens,"DNMT1;PHC1;DNMT3A;PHC3","","R-HSA-4655431;R-HSA-4655440"
R-HSA-166208,"mTORC1-mediated signalling",6,28,0.001853813559322034,0.15674000462259974,0.7010786122248663,7,8,5.799623024503408E-4,9606,Homo sapiens,"RPTOR;EEF2K;RPS6KB1;EIF4EBP1;EIF4G2;EIF4B;EIF4G1","","R-HSA-165777;R-HSA-165718;R-HSA-165766;R-HSA-165758;R-HSA-165726;R-HSA-165692;R-HSA-165708"
R-HSA-5625740,"RHO GTPases activate PKNs",14,80,0.005296610169491525,0.15838069584907966,0.7010786122248663,20,20,0.0014499057561258518,9606,Homo sapiens,"YWHAE;PPP1R14A;PPP1R12A;KDM1A;PDPK1;H2AFX;PAK1;MYH9;MYH14;PKN2;HIST1H2BG;PPP1R12B;PCK2","","R-HSA-5625717;R-HSA-5625745;R-HSA-5671763;R-HSA-5623632;R-HSA-419232;R-HSA-5623667;R-HSA-75016;R-HSA-5671772;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883;R-HSA-5671737;R-HSA-5625797;R-HSA-5625796;R-HSA-5671749;R-HSA-5623622;R-HSA-5625870;R-HSA-5625774;R-HSA-5625738"
R-HSA-5633007,"Regulation of TP53 Activity",28,178,0.011784957627118644,0.1676774945214885,0.7010786122248663,28,98,0.007104538205016674,9606,Homo sapiens,"PRR5;PRKAA1;PPP1R13B;PRKAA2;DYRK2;CBFB;PRKAG2;STK11;PPP1R13L;AKT3;TP53BP2;SMYD2;RICTOR;BRD7;MAP2K6;PRKAB2;BRPF1;TAF12;PDPK1;CSNK2A2;CASK;PRKAB1;PML;RAD50;KAT6A;CDK2;TAF3;RAD9A","","R-HSA-6798374;R-HSA-6798373;R-HSA-6805285;R-HSA-6799332;R-HSA-6798372;R-HSA-198599;R-HSA-6799777;R-HSA-3222006;R-HSA-6805035;R-HSA-5628871;R-HSA-6805109;R-HSA-6805620;R-HSA-6793661;R-HSA-6805638;R-HSA-6805061;R-HSA-6805059;R-HSA-3222237;R-HSA-6805640;R-HSA-6805399;R-HSA-3222020;R-HSA-6805650;R-HSA-6799761;R-HSA-6795473;R-HSA-6805470;R-HSA-3222093;R-HSA-8877691;R-HSA-6795290;R-HSA-6805785"
R-HSA-9006335,"Signaling by Erythropoietin",7,35,0.0023172669491525423,0.16993344845559322,0.7010786122248663,24,24,0.0017398869073510222,9606,Homo sapiens,"SHC1;GAB1;RAPGEF1;IRS2;PLCG1;PIK3R1;PIK3CG","","R-HSA-9027273;R-HSA-9027272;R-HSA-9027275;R-HSA-9012651;R-HSA-9027274;R-HSA-9012650;R-HSA-9027373;R-HSA-9012654;R-HSA-9027425;R-HSA-9029155;R-HSA-9029158;R-HSA-9021627;R-HSA-9029149;R-HSA-9006332;R-HSA-9029151;R-HSA-9029150;R-HSA-9032478;R-HSA-9027281;R-HSA-9012657;R-HSA-9027280;R-HSA-9024723;R-HSA-9006323;R-HSA-9006325;R-HSA-9024726"
R-HSA-418990,"Adherens junctions interactions",7,35,0.0023172669491525423,0.16993344845559322,0.7010786122248663,10,16,0.0011599246049006815,9606,Homo sapiens,"AFDN;JUP;CDH11;CTNND1;CTNNA1;ACTB;NECTIN1","","R-HSA-420582;R-HSA-420598;R-HSA-420580;R-HSA-5692437;R-HSA-419011;R-HSA-433711;R-HSA-433725;R-HSA-419002;R-HSA-419003;R-HSA-419001"
R-HSA-446107,"Type I hemidesmosome assembly",3,11,7.282838983050848E-4,0.17063220132788703,0.7010786122248663,6,6,4.3497172683775554E-4,9606,Homo sapiens,"ITGB4;KRT7;PLEC","","R-HSA-446083;R-HSA-432956;R-HSA-446077;R-HSA-432909;R-HSA-432952;R-HSA-446089"
R-HSA-9660537,"Signaling by MRAS-complex mutants",3,11,7.282838983050848E-4,0.17063220132788703,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"ARAF;BRAF;RAF1","","R-HSA-9660538;R-HSA-9660536"
R-HSA-196025,"Formation of annular gap junctions",3,11,7.282838983050848E-4,0.17063220132788703,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"DAB2;CLTC;ACTB","","R-HSA-196017;R-HSA-196026"
R-HSA-9726842,"Gain-of-function MRAS complexes activate RAF signaling",3,11,7.282838983050848E-4,0.17063220132788703,0.7010786122248663,1,1,7.24952878062926E-5,9606,Homo sapiens,"ARAF;BRAF;RAF1","","R-HSA-9660538"
R-HSA-442729,"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde",3,11,7.282838983050848E-4,0.17063220132788703,0.7010786122248663,5,10,7.249528780629259E-4,9606,Homo sapiens,"CAMK2G;CAMKK1;CAMKK2","","R-HSA-9618834;R-HSA-9619125;R-HSA-442749;R-HSA-9618863;R-HSA-444792"
R-HSA-6806834,"Signaling by MET",15,88,0.005826271186440678,0.17103521759442075,0.7010786122248663,33,51,0.0036972596781209223,9606,Homo sapiens,"ITGB1;USP8;SHC1;SH3KBP1;STAT3;DOCK7;GAB1;LAMB1;PIK3R1;PTK2;RAPGEF1;LRIG1;TNS4;TNS3;EPS15","","R-HSA-8875591;R-HSA-8851908;R-HSA-8875523;R-HSA-8851919;R-HSA-2730595;R-HSA-8875661;R-HSA-8875531;R-HSA-8875659;R-HSA-8865994;R-HSA-2730599;R-HSA-8875540;R-HSA-8874079;R-HSA-8874078;R-HSA-8851933;R-HSA-8875482;R-HSA-8875431;R-HSA-8875558;R-HSA-8874083;R-HSA-8875490;R-HSA-8874082;R-HSA-8874080;R-HSA-8875374;R-HSA-8875817;R-HSA-8875816;R-HSA-8875443;R-HSA-8852019;R-HSA-8851890;R-HSA-8851954;R-HSA-8851888;R-HSA-8875568;R-HSA-8851900;R-HSA-8851899;R-HSA-8875576"
R-HSA-111996,"Ca-dependent events",9,48,0.0031779661016949155,0.17205098031317134,0.7010786122248663,13,27,0.0019573727707699,9606,Homo sapiens,"CAMK2D;ADCY9;GRK2;PRKAR2B;PRKAR2A;CAMK2G;CAMKK1;CAMKK2","","R-HSA-9618834;R-HSA-442725;R-HSA-111970;R-HSA-8951727;R-HSA-9619125;R-HSA-111925;R-HSA-111930;R-HSA-442749;R-HSA-9617583;R-HSA-9668558;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-168271,"Transport of Ribonucleoproteins into the Host Nucleus",9,48,0.0031779661016949155,0.17205098031317134,0.7010786122248663,1,4,2.899811512251704E-4,9606,Homo sapiens,"NUP93;RANBP2;NUP133;POM121C;NUP35;NUP98","","R-HSA-168337"
R-HSA-437239,"Recycling pathway of L1",10,55,0.0036414194915254236,0.17798900083425773,0.7010786122248663,14,14,0.0010149340292880964,9606,Homo sapiens,"RPS6KA4;SHTN1;TUBA1B;KIF4A;CLTC;NUMB;MSN;L1CAM;ACTB","","R-HSA-443783;R-HSA-443779;R-HSA-445089;R-HSA-392749;R-HSA-445071;R-HSA-392748;R-HSA-374696;R-HSA-373736;R-HSA-374677;R-HSA-445079;R-HSA-555065;R-HSA-445077;R-HSA-445084;R-HSA-374680"
R-HSA-9614657,"FOXO-mediated transcription of cell death genes",5,23,0.0015227754237288136,0.17848050591130438,0.7010786122248663,15,15,0.001087429317094389,9606,Homo sapiens,"CREBBP;STK11;FOXO3;FOXO1","","R-HSA-9622579;R-HSA-9621270;R-HSA-9621242;R-HSA-9625375;R-HSA-9621116;R-HSA-9625378;R-HSA-9622627;R-HSA-9622630;R-HSA-9614662;R-HSA-9622667;R-HSA-9621289;R-HSA-9622604;R-HSA-9622572;R-HSA-9622668;R-HSA-9614669"
R-HSA-164378,"PKA activation in glucagon signalling",5,23,0.0015227754237288136,0.17848050591130438,0.7010786122248663,2,2,1.449905756125852E-4,9606,Homo sapiens,"ADCY9;PRKAR2B;PRKAR2A;GNAS","","R-HSA-111925;R-HSA-164377"
R-HSA-9613829,"Chaperone Mediated Autophagy",5,23,0.0015227754237288136,0.17848050591130438,0.7010786122248663,13,19,0.0013774104683195593,9606,Homo sapiens,"EEF1A1;VIM;PARK7;PCNT;CFTR","","R-HSA-9626034;R-HSA-9626067;R-HSA-9626038;R-HSA-9622840;R-HSA-9624158;R-HSA-9626046;R-HSA-9625188;R-HSA-9620197;R-HSA-9615721;R-HSA-9622831;R-HSA-9626060;R-HSA-9625196;R-HSA-9625197"
