High,Master Protein,P18528,,Ig heavy chain V region 6.96,Ig heavy chain V region 6.96 OS=Mus musculus OX=10090 PE=4 SV=1,19,1,2,1,1,11,7.93,5.8,1,cell organization and biogenesis;stress response;transport;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes,signal transduction activity or receptor binding;other molecular function,,,2.923,5.42E-01,,6.507,1.96E-02,UP,1.66,8.82E-01,,0.958,9.83E-01,,,5600223,,4421465.5,,13387173,3809259.5,6028786.5,6715754,2649747,15677510,6113497,32488188,743364.6875,1118189.5,7314244.5,2606128,20074866,687030.375,923164.3125,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1399461.601,8756243.767,2109136.609,7804168.161,1917138.694,13387173,12903899.64,16766955.8,10360587.57,10250117.37,26692386.54,8532716.29,39721915.3,1525780.543,2315164.057,13271287.37,4084882.381,26611706.5,2019895.112,1883753.81
High,Master Protein,Q9D1Q4,Dpm3,Dolichol-phosphate mannosyltransferase subunit 3,Dolichol-phosphate mannosyltransferase subunit 3 OS=Mus musculus OX=10090 GN=Dpm3 PE=1 SV=1,24,2,33,2,2,10.1,7.08,71.2,2,protein metabolism;other metabolic processes;other biological processes,other membranes;ER/Golgi;other cell component,enzyme regulator activity,Synthesis of dolichyl-phosphate mannose,,0.835,5.42E-01,,0.748,4.91E-01,,0.705,3.55E-01,,0.747,7.93E-01,,131234940,56122345.5,60178444.5,109998161,60726842,210627848,28705786.25,63080471,74544629,26478884.88,48268014.5,82194957,135374170,62321138.25,33007850,81511645,64842134,109426755,65088209.5,47964688.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,213317247.5,87750244.58,121955371.8,194153758.7,194878357.5,210627848,97241100.25,175436212.5,115002151.2,102429280.2,82180684.33,114720960.6,165516196.7,127916192.1,68341357.1,147898318.8,101634490.2,145058636.4,191361781.1,97873870.85
High,Master Protein,Q05CL8,Larp7,La-related protein 7,La-related protein 7 OS=Mus musculus OX=10090 GN=Larp7 PE=1 SV=2,2,1,2,1,1,64.8,9.54,4.67,1,cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity,,,0.509,5.43E-01,,0.316,2.81E-01,,2.304,8.29E-01,,2.112,8.56E-01,,1258228.125,,,798228.8125,295225.2813,3186963.25,127558.6406,679939.5625,601461.5625,,,1268394.125,,,,743034.1875,,1299184.375,680574.75,1023693.625,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,2045200.465,2329646.519,129536.1924,1408924.684,947406.7154,3186963.25,432106.003,1891013.489,927892.1158,17645.13013,300075.9584,1770320.197,1907116.644,622229.9511,297715.0782,1348193.956,768927.9018,1722228.845,2000915.332,2088887.904
High,Master Protein,P19001,Krt19,"Keratin, type I cytoskeletal 19","Keratin, type I cytoskeletal 19 OS=Mus musculus OX=10090 GN=Krt19 PE=1 SV=1",76,29,342,21,23,44.5,5.39,828.45,29,cell organization and biogenesis;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,other molecular function,Formation of the cornified envelope,,1.347,5.43E-01,,1.546,1.22E-02,,1.523,2.21E-02,,1.333,1.15E-01,,1366250040,1599209288,762748667.6,765475859.1,622842623.7,2884734288,1466010533,1268911297,1295280821,605430678.9,4195377749,2332449261,2414829559,1157851818,1268830728,1260744147,1871367411,2731705104,699514071.4,945464615,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,2226331455,2501744959,1549258718,1356914729,2004510070,2885377028,4966123413,3533780371,2001521476,2345886739,7143396219,3261083536,2956943027,2380219135,2632479169,2293543132,2938059627,3630770067,2065088190,1934553506
High,Master Protein,Q8BTM8,Flna,Filamin-A,Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5,46,88,752,81,81,281,6.04,1725.3,88,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;other molecular function,Platelet degranulation ; GP1b-IX-V activation signalling; RHO GTPases activate PAKs; Cell-extracellular matrix interactions,TNF-alpha NF-kB signaling pathway; Mapk signaling pathway; Focal adhesion,1.346,5.46E-01,,1.122,8.96E-01,,1.972,4.24E-06,,3.095,9.69E-16,UP,436163308.6,2979194293,298159503.9,1976406594,283195906.8,4320118880,751762858.2,2531638476,1276283688,582075006.2,2503905104,1175232282,6573633839,1068430432,2828389991,1671454008,3308561543,8523984154,764533072.7,1441181772,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,760177122.6,4669905256,666289754.2,3501458746,955459648.3,4326805920,2565435717,7056559263,1984947363,2281662398,4288854233,1660603861,8041971573,2218139979,5857861194,3052265062,5191635275,11305478849,2263941993,2956896451
High,Master Protein,Q8R1A4,Dock7,Dedicator of cytokinesis protein 7,Dedicator of cytokinesis protein 7 OS=Mus musculus OX=10090 GN=Dock7 PE=1 SV=3,2,2,2,2,2,241.3,6.71,0,2,cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes,other cell component,enzyme regulator activity;other molecular function,Factors involved in megakaryocyte development and platelet production; RAC1 GTPase cycle; MET activates RAP1 and RAC1; CDC42 GTPase cycle,,0.499,5.46E-01,,0.488,6.88E-01,,0.741,9.27E-01,,1.851,9.12E-01,,735819.875,,,,225332.7344,895002.9375,,,156514.2656,,,,476592.75,372113.5,933019.4375,434056.1563,223327.9219,621541.875,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1196046.346,323764.1201,839967.3643,1545074.766,723114.7172,895002.9375,665078.4942,572146.1811,241459.0759,865046.1285,2019459.832,2281184.849,582709.5328,763775.2339,1931777.276,787570.6075,350047.3857,823930.2797,1554364.527,1998810.952
High,Master Protein,O70503,Hsd17b12,Very-long-chain 3-oxoacyl-CoA reductase,Very-long-chain 3-oxoacyl-CoA reductase OS=Mus musculus OX=10090 GN=Hsd17b12 PE=1 SV=1,22,8,57,8,8,34.7,9.52,103.44,8,cell organization and biogenesis;other metabolic processes;other biological processes,extracellular matrix;other membranes;ER/Golgi,other molecular function,Synthesis of very long-chain fatty acyl-CoAs; Androgen biosynthesis,,0.921,5.46E-01,,1.179,8.84E-01,,0.843,5.06E-01,,0.971,9.94E-01,,221771107.5,312809749,245673902.6,297822004,140487402,277181397.8,179806936,246360298.9,260024314.8,143058089.8,346234803.8,271760942.8,218670602.3,257813447,268206713,273432898.5,254676602,285882671.3,197677714.3,236516304.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,360480236.7,491578044,499175700.9,527102963.9,452698843,278886241.8,609097557.4,685164791.2,402152455.1,553397064.5,589496241.1,379657200.8,270683399.1,531128746.5,556304661.5,498492889,399183756.3,378972678.7,581992562.4,484582418.2
High,Master Protein,Q62348,Tsn,Translin,Translin OS=Mus musculus OX=10090 GN=Tsn PE=1 SV=1,20,4,28,4,4,26.2,6.44,62.67,4,RNA metabolism OR transcription;other metabolic processes,ER/Golgi;nucleus;other cell component,nucleic acid binding activity;other molecular function,Small interfering RNA (siRNA) biogenesis,mRNA processing,1.72,5.46E-01,,1.906,1.66E-01,,0.863,9.02E-01,,0.551,3.11E-01,,25896016,60959766.75,36566770,64365899,10084358.75,73676964.5,21679043.94,11784016.75,52466183.75,38516970.5,52521829,50281747,62358826,34905233.5,33892862.63,29673328.5,41044032.5,30780748.5,10544906.5,32687910,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,42943261.07,95313807.62,74104840.52,113609910.5,34642326.64,74738277.59,73437949.63,35206261.79,80941096.29,148996665.9,90204783.17,70179126.89,77542752.64,73935456,70173738.31,53970722.56,64333004.83,40803671.87,34706188.34,67422126.62
High,Master Protein,Q9CYN2,Spcs2,Signal peptidase complex subunit 2,Signal peptidase complex subunit 2 OS=Mus musculus OX=10090 GN=Spcs2 PE=1 SV=1,36,8,178,8,8,25,8.57,523.7,8,protein metabolism;other metabolic processes;transport,other membranes;ER/Golgi,other molecular function,"Synthesis, secretion, and deacylation of Ghrelin",,1.346,5.46E-01,,1.237,5.64E-01,,1.144,8.91E-01,,0.8,6.63E-01,,1686159370,2103752289,1661422745,1306177846,818045320.5,2412895850,1093811185,651753469.3,1970891583,626928947.1,1634713537,2071391177,2261318762,887854118.7,1474707406,1215527233,2205838350,1383816582,714615812.2,1767875870,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,2740785920,3289327562,3366976836,2305487074,2625187202,2412895850,3705294891,1812623754,3040551342,2425173155,2783248462,2891077438,2764817550,1822349867,3053319300,2205506148,3457462645,1836472710,2100997334,3607421625
High,Master Protein,Q05793,Hspg2,Basement membrane-specific heparan sulfate proteoglycan core protein,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1,13,33,245,33,33,398,6.32,493.98,33,cell organization and biogenesis;transport;developmental processes;other biological processes,non-structural extracellular;extracellular matrix;ER/Golgi,other molecular function,Degradation of the extracellular matrix; A tetrasaccharide linker sequence is required for GAG synthesis; HS-GAG biosynthesis; HS-GAG degradation; Retinoid metabolism and transport; Laminin interactions; ECM proteoglycans; Integrin cell surface interactions; Non-integrin membrane-ECM interactions,,1.346,5.46E-01,,1.019,9.84E-01,,1.424,9.69E-02,,1.199,4.37E-01,,676354163.8,1430372694,543524967.2,1821964469,314405742.1,1686919208,405413541.1,335444188.2,780636031.4,340115598.4,889203182.8,2226032561,1481931357,761665593.5,844547955.3,614556967.7,1213002573,997541609,333144610.7,729033022.6,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1109413493,2240807820,1107448496,3219245047,1020686997,1695367817,1377978784,943194586.7,1208711295,1330775492,1519486879,3109842643,1819160773,1577214455,1756459104,1124654319,1904376030,1328351591,990432996.1,1495104946
High,Master Protein,Q9Z108,Stau1,Double-stranded RNA-binding protein Staufen homolog 1,Double-stranded RNA-binding protein Staufen homolog 1 OS=Mus musculus OX=10090 GN=Stau1 PE=1 SV=1,3,1,2,1,1,53.9,9.52,4.18,1,cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,nucleic acid binding activity;other molecular function,,mRNA processing,0.524,5.47E-01,,0.257,1.84E-01,,1.207,9.97E-01,,3.045,5.95E-01,,1186662.25,1739132.375,,,281324.5,4895098,,629405.375,1715696.688,325448.9063,557063.625,2510433.75,5029616.5,1275527.125,283419.1563,,2722613.75,4358202.5,658207.1094,3934152.25,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1928872.943,2719225.113,2194055.309,1897615.946,902797.7529,4895098,1187125.661,1750470.365,2646854.809,1258946.415,948451.4827,3503856.95,6149496.569,2618061.501,586807.3736,618657.1095,4267463.815,5777333.997,1935153.628,8027795.473
High,Master Protein,Q62188,Dpysl3,Dihydropyrimidinase-related protein 3,Dihydropyrimidinase-related protein 3 OS=Mus musculus OX=10090 GN=Dpysl3 PE=1 SV=1,19,9,44,4,5,61.9,6.49,76.2,9,cell organization and biogenesis;stress response;developmental processes;other biological processes,non-structural extracellular;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,CRMPs in Sema3A signaling,,0.752,5.47E-01,,0.959,9.15E-01,,0.8,8.58E-01,,1.028,9.79E-01,,18565913.5,40399119,27203472.75,34782624.5,7897707.156,45930965,7957302.625,23743783.56,28653160.5,21268207.19,39765385.5,29724490.63,39223563.75,21754057,19105220.94,23540785,24185854.13,47627639.88,19350102.5,11416626.66,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,31612892,63166151.41,55839461.83,61393547.16,29045731.52,45930965,27723376.86,66035008.81,45798068.39,82272616.96,67704185.2,43614947.27,48433907.77,45696415.37,41213540.1,42794118.3,39543623.87,64016270.79,57422411.54,25595571.76
High,Master Protein,P20065,Tmsb4x,Thymosin beta-4,Thymosin beta-4 OS=Mus musculus OX=10090 GN=Tmsb4x PE=1 SV=1,24,1,8,1,1,5.7,5.06,8.85,1,cell organization and biogenesis;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,cytoskeletal activity,Platelet degranulation,Regulation of actin cytoskeleton,0.598,5.51E-01,,15.484,2.00E-09,UP,0.539,7.52E-01,,1.846,8.30E-01,,,3830817.25,556994.5625,421494.7188,628292.6563,34248963,,363758.5,32194032.5,18848623.38,17859607.5,,5606056.5,,,,,,6101047.109,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,61793.52506,5989684.637,1128784.227,743965.0188,2016252.4,34248963,149217.3885,1011666.725,49666663.33,72912848.62,30407605.98,862813.2901,6854285.055,197048.7051,1832556.289,1798475.1,278065.7935,2084203.84,17937307.7,1572325.064
High,Master Protein,O88545,Cops6,COP9 signalosome complex subunit 6,COP9 signalosome complex subunit 6 OS=Mus musculus OX=10090 GN=Cops6 PE=1 SV=1,29,7,32,7,7,35.9,5.73,48.54,7,protein metabolism;other metabolic processes,nucleus;other cell component,other molecular function,Neddylation; Cargo recognition for clathrin-mediated endocytosis; DNA Damage Recognition in GG-NER; Formation of TC-NER Pre-Incision Complex,,1.672,5.52E-01,,1.522,6.56E-01,,0.962,9.72E-01,,0.581,3.17E-01,,51412112.5,92322313,81090234,65036917.25,29566934.75,88350946.75,32419472.5,28236184.25,79153895.88,32827179.75,44429054.41,119477192.3,125145174.1,33223849,51803243.56,45567777.41,70148621.5,42362431.5,21198210,43388874,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,84547082.53,144350801.3,164334417.8,114794300.4,96263354.42,89439794.13,115097281.3,82371480.15,122611639,130665151.6,77412388.68,167224918.6,157442094.2,71622604.1,111065768.1,84212121.07,111728119,61659990.74,66642328.47,90640530.38
High,Master Protein,Q9CQH3,Ndufb5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Mus musculus OX=10090 GN=Ndufb5 PE=1 SV=1",14,3,27,3,3,21.7,9.41,30.99,3,cell organization and biogenesis,other membranes;mitochondrion;nucleus,,Complex I biogenesis,Oxidative phosphorylation; Electron transport chain,0.856,5.52E-01,,0.961,9.15E-01,,0.829,7.14E-01,,1.209,8.59E-01,,117611548,74288848,89245232,108478054,51238773.13,229948352,41501719,90209816,115004264,52198031,128341640,126776204,162120160,152393372,66990174,157444956,82582503.09,178885856,74372031,47553652,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,191435285.5,117320207.1,180861030,191470673.1,164430219.3,229948352,140587433.6,250886973.4,177420398.1,201919634,218513313.9,176943798.5,198217372.6,312792423.1,138700321.4,285675062.7,129440999,237135226.6,218656565.1,99346581.86
High,Master Protein,Q8VH51,Rbm39,RNA-binding protein 39,RNA-binding protein 39 OS=Mus musculus OX=10090 GN=Rbm39 PE=1 SV=2,7,3,23,3,3,59.4,10.1,62.14,3,RNA metabolism OR transcription;other metabolic processes;other biological processes,cytoskeleton;nucleus;other cell component,nucleic acid binding activity;other molecular function,,mRNA processing,1.805,5.53E-01,,1.921,2.37E-01,,0.192,8.55E-04,DOWN,0.564,5.88E-01,,7420109,3532327.75,29099570.5,28035170.75,18195850,49917409,16361732,17387436,47172161,23214362.5,59367564.5,27134040.5,47204390,30445768.5,41105882,42701266,11931561.25,18592384,10687058.75,18677932,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,14520656.06,8834493.254,58972094.91,49483861.62,59873822.15,49917409,56119081.39,50733986.25,72773854.57,89801003.77,101078677.6,39887150.01,57714784.88,62490944.18,85107989.79,77479057.77,20155345.65,24919823.34,33270883.96,39952663.11
High,Master Protein,Q9D071,Mms19,MMS19 nucleotide excision repair protein homolog,MMS19 nucleotide excision repair protein homolog OS=Mus musculus OX=10090 GN=Mms19 PE=1 SV=1,2,1,4,1,1,113,6.21,7.31,1,cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes,cytosol;cytoskeleton;nucleus;other cell component,other molecular function,,,0.516,5.53E-01,,0.697,8.89E-01,,2.732,7.45E-01,,3.5,5.17E-01,,,1316062.875,321803.4063,158788.8906,,2905620.25,388313.5313,,437633.9063,48260.53125,,1542613.375,1076628.75,98577.98438,1381800.5,159914.5469,672156.5625,,,1356670.625,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1542743.792,2057733.656,652154.6776,280272.5034,781466.1176,2905620.25,1315415.46,1925639.638,675150.461,186688.0535,1998371.288,2153052.872,1316347.838,202334.5648,2860959.481,290155.9971,1053547.83,1985681.696,2282651.522,2768340.829
High,Master Protein,Q9JM76,Arpc3,Actin-related protein 2/3 complex subunit 3,Actin-related protein 2/3 complex subunit 3 OS=Mus musculus OX=10090 GN=Arpc3 PE=1 SV=3,27,5,62,5,5,20.5,8.59,66.48,5,cell organization and biogenesis;other biological processes,cytoskeleton;nucleus;other cell component,cytoskeletal activity,Clathrin-mediated endocytosis; Regulation of actin dynamics for phagocytic cup formation; EPHB-mediated forward signaling; RHO GTPases Activate WASPs and WAVEs,,0.906,5.53E-01,,0.973,9.15E-01,,0.946,9.08E-01,,1.288,5.63E-01,,222838138,190230296,130198320,307841937.5,108103693.3,640516213.7,77561753.25,156387432.9,312452370.5,113542384.5,252131531.3,261562795.3,371224196,238615956,113012827.8,338065673.5,207606553.5,437740278,152237339.5,136558901.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,364828696.6,298570106.9,263855017.5,543360622.7,348954158.1,640516213.7,262741112.8,435671822.6,482029292,439220336.1,429977792.3,365067836.6,453879917,491032006.4,233988279.1,614606736.2,326114355,582302566.1,449407837.5,278864503.1
High,Master Protein,Q8BH64,Ehd2,EH domain-containing protein 2,EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1,48,19,133,18,18,61.1,6.51,257.4,19,cell organization and biogenesis;transport;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;other cytoplasmic organelle;other cell component,other molecular function,Factors involved in megakaryocyte development and platelet production,Insulin signaling,1.404,5.55E-01,,1.083,9.92E-01,,1.229,8.15E-01,,1.078,9.12E-01,,143790514.1,495871067.5,171045196.9,462918847.5,58175910.88,389454442.1,105346209.5,132375169.6,272340685.3,137830512,308205720.7,454155005.8,447475979.7,198426121.6,242040660.6,238910556.6,369664959.9,301002565,93097333.25,184085552.3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,238909874.8,775320544.2,350147850,819348484.1,194066976.5,394721437.6,364461079.4,377166400.7,423775407.7,534698372.5,530105322.5,638549534.5,553124692.2,415417032.1,508352714,440514662.2,581112018.3,407292803.9,283206246.4,377595937.9
High,Master Protein,Q99MZ7,Pecr,Peroxisomal trans-2-enoyl-CoA reductase,Peroxisomal trans-2-enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Pecr PE=1 SV=1,11,3,7,3,3,32.4,8.29,16.83,3,other metabolic processes,other membranes;mitochondrion;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;other molecular function,Peroxisomal protein import; Alpha-oxidation of phytanate,Fatty acid biosynthesis; Mitochondrial long chain fatty acid beta-oxidation,1.893,5.55E-01,,1.29,9.73E-01,,2.218,2.21E-01,,0.935,9.93E-01,,45096780,35917917,12252929,14464490,18810315,61964720,5633690.5,14513075,14527762.5,7299949.75,23709912,33865054,43503414,27015085.75,18498326.25,22159715,75908282,16932008,8703193,13886118.13,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,73303047.05,56159555.94,27905525.59,28926948.41,61073326.4,64365120.18,22268119.69,42283104.25,23119799.96,29016374.43,41928606.81,47344131.31,55359434.92,55449354.66,38300001.97,40207562.9,118979729.2,23007944.4,27038281,28335181.03
